,GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,LFG Generated (mmscfy),LFG Collected (mmscfy),CH4 Generated (mmscfy),CH4 Collected (mmscfy),CH4 Generated (metric tons per year),CH4 Collected (metric tons per year),CO2e Generated (metric tons per year),CO2e Collected (metric tons per year),Generated CO2e Intensity,Collected CO2e Intensity
234,1004682.0,404,South Dade Solid Waste Disposal Facility,FL,Miami-Dade County Landfill South,23707 SW 97th Avenue,Homestead,Miami-Dade,33032,25.5445,-80.3477,No,Public,"Miami-Dade County, FL","Miami-Dade County, FL",1979.0,2036.0,Open,110.0,50.0,140.0,,21184000.0,20932186,2022.0,581817,2022.0,No,Not used,No,2.671,Yes,1.331,2022.0,36.8,Yes,1.0,1.331,2022.0,"9/07-33 vertical wells, max depth ~100 ft, spacing of ~200 ft, flare capacity 2,600 cfm, commissioned in 1998.; 2010-51 wells, system capacity=4000 acfm.",60530,HH,974.915,485.815,358.76872,178.77992,6888.359423999999,3432.574464,192874.06387199997,96112.08499199999,3.186421012258384,1.587842144259045
233,1000010.0,429,Santa Rosa Central LF,FL,,6337 Da Lisa Road,Milton,Santa Rosa,32583,30.5785,-87.0664,No,Public,"Santa Rosa County, FL","Santa Rosa County, FL",1978.0,2055.0,Open,,128.0,20.0,,5512500.0,5055404,2022.0,336687,2022.0,No,Not used,No,1.874,Yes,0.209,2022.0,52.2,Yes,,0.209,2022.0,2012-Passive vents/flares only.,187485,HH,684.01,76.285,357.05322,39.82077,6855.421824,764.5587840000001,191951.811072,21407.645952000003,1.0238248983758702,0.11418324640371232
39,1003615.0,2283,Jefferson County Landfill,AR,,6000 Gravel Pit Road,White Hall,Jefferson,71602,34.34676,-92.19214,No,Private,WM,,1992.0,2040.0,Open,66.0,45.1,,100.0,5845066.0,3924727,2022.0,94981,2022.0,Yes,Occasionally but not every year,No,1.854,Yes,0.703,2022.0,52.3,Yes,1.0,0.703,2022.0,"2012-14 wells, system capacity=2000 acfm.",56482,HH,676.71,256.59499999999997,353.91933000000006,134.199185,6795.251136000001,2576.624352,190267.03180800003,72145.481856,3.3686312773627,1.277318116497291
893,1002656.0,2294,Sioux Falls Regional Sanitary Landfill (SFRSL),SD,Runge Landfill,26750 464th Avenue,Hartford,Minnehaha,57033,43.5005,-96.93,No,Public,"City of Sioux Falls, SD",Sioux Falls Regional Sanitary Landfill,1979.0,2079.0,Open,320.0,110.3,130.0,130.0,31229386.0,6846092,2022.0,214649,2022.0,Yes,Occasionally but not every year,No,2.038,Yes,1.548,2022.0,47.4,Yes,,0.948,2022.0,"4/09-GCCS & flare installed prior to project in 2005, 53 wells in place in 2009, will increase to more than 100 wells.; 2012-139 wells, system capacity=2300 acfm.",60842,HH,743.8699999999999,565.02,352.59437999999994,267.81948,6769.812095999999,5142.134016,189554.73868799995,143979.752448,3.1155244516616802,2.36645331264587
1112,1007667.0,2206,Meadowfill Landfill,WV,,1488 Dawson Drive,Bridgeport,Harrison,26330,39.33861,-80.25694,No,Private,WM,WM,1975.0,2090.0,Open,133.2,122.5,,200.0,29122316.0,9309625,2022.0,499790,2022.0,No,Not used,No,2.08,Yes,1.209,2022.0,46.4,Yes,1.0,1.209,2022.0,"11/02-5 passive vents in active section.; 2012-58 wells, system capacity=3000 scfm, passive vents/flares too.; 2/22-Flare installed in 2010.",124051,"C,HH",759.2,441.285,352.2688,204.75624,6763.56096,3931.3198079999997,189379.70687999998,110076.95462399999,1.5266278133993276,0.8873524165383592
576,1003514.0,829,Central Missouri SLF,MO,Sedalia Landfill,"24461 Oak Grove Lane
21469 Highway 50 West",Sedalia,Pettis,65301,38.7253,-93.287,No,Private,GFL Environmental USA Inc.,,1972.0,2043.0,Open,83.0,51.4,150.0,60.0,11737469.0,7936440,2022.0,564634,2022.0,No,Not used,No,2.125,Yes,1.92,2022.0,45.1,Yes,,1.92,2022.0,"2012-34 wells, system capacity=1600 acfm.; 5/14-GCCS installed during 2012.",115570,HH,775.625,700.8,349.806875,316.0608,6716.2919999999995,6068.367359999999,188056.17599999998,169914.28608,1.627205814657783,1.4702283125378557
351,1005916.0,12145,Indian Creek Landfill #2,IL,,24501 W. McMullen Road,Hopedale,Tazewell,61747,40.427915,-89.464918,No,Private,GFL Environmental USA Inc.,,2004.0,2044.0,Open,,29.0,,,12127500.0,5621403,2022.0,321297,2022.0,Yes,Several times per year,No,1.966,Yes,1.666,2022.0,48.3,Yes,,1.666,2022.0,"2012-29 wells, system capacity=1200 acfm.",37732,"C,HH",717.59,608.0899999999999,346.59597,293.70746999999994,6654.642624,5639.183423999999,186329.993472,157897.13587199996,4.938248528357892,4.184700940103889
27,1006790.0,7,Star Ridge Landfill,AL,Acmar Coal County SLF; Acmar Regional Landfill MSWLF,3301 Acmar Road,Moody,St. Clair,35004,33.60527,-86.51658,No,Private,WM,WM,1983.0,2186.0,Open,308.0,47.1,,75.0,43939474.0,5604394,2022.0,228890,2022.0,Yes,Several times per year,No,2.01,Yes,1.134,2022.0,47.2,Yes,1.0,1.134,2022.0,"9/10-33 vertical & 3 horizontal wells, system installed in 1999, 1 candlestick flare.; 2010-52 wells, system capacity=1800 acfm.",30115,HH,733.65,413.90999999999997,346.2828,195.36552,6648.62976,3751.017984,186161.63328,105028.50355200001,6.181691292711274,3.4875810576788977
586,1003038.0,892,Maple Hill Landfill Inc.,MO,"Teter SLF; Veolia ES Maple Hill Landfill, Inc.",31226 Intrepid Road,Macon,Macon,63552,39.7341,-92.5387,No,Private,WM,WM,1976.0,2096.0,Open,130.0,61.0,150.0,,16024341.0,6338607,2022.0,138975,2022.0,No,Occasionally but not every year,No,2.02,Yes,1.047,2022.0,46.9,Yes,1.0,1.047,2022.0,"9/10-23 vertical & 2 horizontal wells, system installed in 2002, 1 candlestick flare.; 2012-35 wells, system capacity=750 acfm.",31792,"C,HH",737.3,382.155,345.79369999999994,179.23069499999997,6639.239039999999,3441.2293439999994,185898.69311999995,96354.42163199998,5.847341882234523,3.030775718168092
1063,1003666.0,1593,Smith Gap Regional Landfill,VA,Roanoke Valley SLF,8484 Bradshaw Road,Salem,Roanoke,24153,37.29,-80.214,No,Public,"Roanoke Valley Resource Authority, VA","Roanoke Valley Resource Authority, VA",1994.0,2036.0,Open,94.3,58.1,,100.0,8399842.0,4737784,2022.0,250462,2022.0,No,Not used,No,1.751,Yes,0.818,2022.0,54.1,Yes,,0.818,2022.0,"2012-35 wells, system capacity=2000 acfm.; 5/14-Enclosed flare (from 2012 permit).; 7/14-GCCS installed in 2011.; 10/21-GCCS is installed over ~58 acres.",97921,HH,639.115,298.57,345.76121500000005,161.52637000000001,6638.615328000001,3101.306304,185881.22918400003,86836.576512,1.8982774806629836,0.8868023867403315
298,1007708.0,2089,Waimanalo Gulch Landfill & Ash Monofill,HI,,92-460 Farrington Highway,Kapolei,Honolulu,96707,21.344,-158.11279,No,Public,"City and County of Honolulu, HI",WM,1989.0,2039.0,Open,,115.8,,100.0,21826964.0,13141443,2022.0,228086,2022.0,No,Not used,No,2.01,Yes,1.121,2022.0,46.8,Yes,1.0,1.121,2022.0,"2012-37 wells, system capacity=1000 scfm.",52420,HH,733.65,409.165,343.34819999999996,191.48922,6592.285439999999,3676.593024,184583.99231999996,102944.60467199999,3.5212512842426547,1.9638421341472718
610,1007683.0,1969,Tunica Landfill,MS,,6035 Bowdre Road,Robinsonville,Tunica,38664,34.7877,-90.2483,No,Private,WM,WM,1998.0,2066.0,Open,147.0,68.0,,,28784796.0,8177099,2022.0,447757,2022.0,No,Not used,No,2.12,Yes,1.069,2022.0,44.3,Yes,1.0,1.069,2022.0,"2012-27 wells, system capacity=3000 scfm.",34063,"C,HH",773.8000000000001,390.185,342.79339999999996,172.85195499999998,6581.633279999999,3318.7575359999996,184285.73183999996,92925.21100799998,5.410143905116988,2.728039544608519
964,1002468.0,2437,ECD Landfill,TX,,5703 N. IH 45,Ennis,Ellis,75119,32.391,-96.6526,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1988.0,2140.0,Open,,54.1,,,39926569.0,7039702,2022.0,257756,2022.0,Yes,Several times per year,No,2.35,Yes,1.169,2022.0,39.4,Yes,1.0,1.169,2022.0,"2010-17 wells, system capacity=1362 acfm.",31494,"C,HH",857.75,426.685,337.95349999999996,168.11389,6488.707199999999,3227.7866879999997,181683.80159999998,90378.02726399999,5.768838559725661,2.8696903303486376
881,1002558.0,2124,Northeast Sanitary Landfill,SC,NESL,1581 Westvaco Road,Eastover,Richland,29044,34.01375,-80.6839,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1988.0,2048.0,Open,75.0,42.1,,69.0,9376717.0,5121574,2022.0,142618,2022.0,No,Not used,No,1.94,Yes,0.951,2022.0,47.7,Yes,1.0,0.951,2022.0,"9/10-48 wells over 24 acres, 1 candlestick flare.; 2012-51 wells, system capacity=3000 acfm, passive vents/flares too.",21696,HH,708.1,347.115,337.76370000000003,165.573855,6485.06304,3179.018016,181581.76512,89012.50444799999,8.369366017699114,4.102714991150442
130,1004052.0,220,Neal Road Recycling and Waste Facility,CA,Neal Road LF,1023 Neal Road,Paradise,Butte,95969,39.67425,-121.72929,No,Public,"Butte County, CA","Butte County, CA",1970.0,2047.0,Open,140.0,98.0,,,11697222.0,7388518,2022.0,186745,2022.0,No,Not used,No,2.04,Yes,1.342,2022.0,44.9,Yes,1.0,0.286,2022.0,"10/11-48 wells.; 2012-57 wells, system capacity=1800 acfm, passive vents/flares too.",20464,HH,744.6,489.83000000000004,334.3254,219.93367000000003,6419.04768,4222.726464,179733.33503999998,118236.34099200001,8.782903393275996,5.777772722439407
810,1003232.0,1238,Knott Landfill,OR,Knott Pit Landfill,61050 SE 27th Street,Bend,Deschutes,97702,44.01,-121.255,No,Public,"Deschutes County, OR","Deschutes County, OR",1972.0,2029.0,Open,135.0,89.0,,100.0,23274878.0,4859129,2022.0,223962,2022.0,Yes,Several times per year,No,1.826,Yes,1.265,2022.0,49.8,Yes,2.0,1.265,2022.0,"2012-15 wells, system capacity=750 acfm.; 7/17-New 2,000 cfm candlestick now online, so can now expand GCCS.",70521,HH,666.49,461.72499999999997,331.91202,229.93904999999998,6372.710784,4414.82976,178435.901952,123615.23327999999,2.530252009358914,1.752885428170332
369,1004936.0,507,Rochelle Municipal #2,IL,,6513 South Mulford Road,Rochelle,Ogle,61068,41.926,-88.997,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1972.0,2080.0,Open,,65.1,100.0,70.0,9696902.0,5781284,2022.0,129453,2022.0,No,Not used,No,1.881,Yes,1.381,2022.0,48.2,Yes,1.0,0.08,2022.0,"8/05-Contains 2 units: Unit #1 has 32-35 active vertical wells with a 1,300 cfm utility flare. Unit #2 only contains passive flares on leachate cleanouts. In 2-3 yrs, active system is planned.; 2012-34 wells, system capacity=2000 acfm.",45499,"C,HH",686.565,504.065,330.92433000000005,242.95933000000002,6353.747136000001,4664.819136,177904.91980800004,130614.93580800001,3.9100841734543623,2.8707210226158817
735,1004772.0,1001,Niagara Falls Landfill,NY,"Niagara Recycling, Incorporated; Pine Avenue Landfill",5600 Niagara Falls Boulevard,Niagara Falls,Niagara,14304,43.09076,-78.9998,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1971.0,2025.0,Open,,205.0,50.0,,22822725.0,19650929,2022.0,499144,2022.0,No,Not used,No,2.09,Yes,1.084,2022.0,43.3,Yes,2.0,1.084,2022.0,"12/02-LF was flaring, but no longer due to decline in gas flow.; 2010-Passive venting only now.; 2/19-Flare installed Q4 of 2018.",75746,"C,HH",762.8499999999999,395.66,330.31404999999995,171.32078,6342.0297599999985,3289.358976,177576.83327999996,92102.051328,2.344372419401684,1.2159328720724527
617,1002236.0,2424,Anson County Waste Management Facility,NC,Chambers Development MSWLF,"375 Dozer Drive
(375 Allied Road)",Polkton,Anson,28135,34.973,-80.257,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",2000.0,2029.0,Open,,40.4,,,16219527.0,9909637,2022.0,1023644,2022.0,No,Not used,No,1.937,Yes,1.302,2022.0,46.5,Yes,1.0,1.302,2022.0,"10/09-GCCS online 2/7/08, 15 vertical wells connect to common header line to open flare.; 2010-20 wells, system capacity=2500 acfm.",80464,HH,707.005,475.23,328.75732500000004,220.98195,6312.1406400000005,4242.85344,176739.93792000003,118799.89632,2.19650946907934,1.476435378802943
854,1007691.0,1843,South Hills Landfill,PA,M.C. Arnoni Landfill,3100 Hill Road,Library,Allegheny,15129,40.27858,-79.99482,No,Private,WM,WM,1948.0,2056.0,Open,,87.4,,,17104045.0,7472657,2022.0,140144,2022.0,No,Not used,No,2.22,Yes,0.957,2022.0,40.5,Yes,1.0,0.957,2022.0,"9/10-89 gas wells.; 2012-67 wells, system capacity=3700 acfm.",7603,"C,HH",810.3000000000001,349.305,328.17150000000004,141.468525,6300.8928000000005,2716.19568,176424.9984,76053.47903999999,23.204655846376433,10.00308812837038
681,1004200.0,941,Cape May County MUA Secure Landfill,NJ,Cape May County SLF,Kearney Avenue & 2050 Route 610,Woodbine,Cape May,08270,39.2294,-74.7749,Yes,Public,"Cape May County Municipal Utilities Authority, NJ","Cape May County Municipal Utilities Authority, NJ",1984.0,2094.0,Open,167.0,77.0,,,23648625.0,6604158,2022.0,205184,2022.0,Yes,Occasionally but not every year,No,1.69,Yes,0.922,2022.0,53.0,Yes,2.0,0.472,2021.0,"2012-120 wells, system capacity=2000 acfm, passive vents/flares too.; 6/18-System includes siloxane and sulfur removal.; 4/19-Installing 13 new vertical wells (2018 ICR).",120140,"C,HH",616.85,336.53000000000003,326.93050000000005,178.36090000000002,6277.065600000001,3424.52928,175757.83680000002,95886.81984000001,1.4629418744797738,0.7981256853670718
939,1006350.0,1814,City of Amarillo Landfill,TX,,"16250 Bezner Drive
2 mi N of I-40, 5 mi W of Soncy Road",Amarillo,Potter,79124,35.23,-102.0175,No,Public,"City of Amarillo, TX","City of Amarillo, TX",1975.0,2109.0,Open,660.0,225.0,60.0,,48577814.0,9795203,2022.0,279018,2022.0,No,Not used,No,2.247,Yes,1.115,2022.0,39.5,Yes,,1.115,2022.0,2010-Passive venting only.,108133,HH,820.155,406.975,323.961225,160.75512500000002,6220.05552,3086.4984000000004,174161.55456,86421.95520000001,1.6106235336113859,0.7992190654101894
556,1001993.0,1896,Whitefeather Landfill,MI,,2401 East Whitefeather Road,Pinconning,Bay,48650,43.8963,-83.9482,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1990.0,2029.0,Open,58.0,44.6,,66.0,6195598.0,4808682,2022.0,197481,2022.0,No,Not used,No,1.726,Yes,0.944,2022.0,51.4,Yes,2.0,0.035,2022.0,"Full active gas collection system with 22 gas wells.; 9/10-54 wells over 30 acres, 1 enclosed flare & 1 candlestick flare.; 2012-54 wells, system capacity=2448 acfm.",22524,"C,HH",629.99,344.56,323.81486,177.10384000000002,6217.245312,3400.3937280000005,174082.868736,95211.02438400002,7.728772364411295,4.227092185402238
293,1005313.0,2079,Central Maui Landfill,HI,,1 Pulehu Road,Puunene,Maui,96784,20.86,-156.419,Yes,Public,"Maui County, HI","Maui County, HI",1987.0,2039.0,Open,,72.0,,,9170989.0,6564409,2022.0,326273,2022.0,Yes,Several times per year,No,1.755,Yes,1.356,2022.0,50.5,Yes,1.0,1.356,2022.0,"2012-61 wells, system capacity=2045 acfm.",53210,HH,640.5749999999999,494.94000000000005,323.490375,249.94470000000004,6211.015199999999,4798.93824,173908.42559999996,134370.27072,3.2683410186055246,2.525282291298628
869,1005166.0,1935,Toa Baja LF,PR,Vertedero Municipal de Toa Baja (VMTB),"Road 865, Bo. Candelaria Ward
NW of SR #866 & De Diego Hwy # PR 22",Toa Baja,Toa Baja,00961,18.421713,-66.204524,No,Public,"Municipality of Toa Baja, PR",Landfill Technologies Corp.,1974.0,2030.0,Open,,88.0,,,,12111173,2022.0,282936,2022.0,Yes,Several times per year,No,1.689,Yes,1.194,2022.0,52.4,Yes,2.0,0.064,2021.0,9/12-EPA has ordered installation of a GCCS.,93399,"C,HH",616.485,435.81,323.03814,228.36444,6202.332288,4384.597248,173665.304064,122768.72294400001,1.8593914716859923,1.3144543618668294
477,1003284.0,706,White Oaks Landfill,LA,Ouachita Parish LF,588 Meadowlark Drive,Monroe,Ouachita,71203,32.49697,-91.98176,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1999.0,2117.0,Open,,50.7,,,25734793.0,4170763,2022.0,242943,2022.0,No,Not used,No,1.913,Yes,0.313,2022.0,45.8,Yes,,0.31,2022.0,12/21-GCCS installed in 2016.,175705,"C,HH",698.245,114.245,319.79621,52.32421,6140.087231999999,1004.624832,171922.44249599997,28129.495296,0.9784721123246349,0.16009501890099884
628,1005137.0,1084,Gaston County LF,NC,Hardin Site,3155 Philadelphia Church Road,Dallas,Gaston,28034,35.3886,-81.1718,No,Public,"Gaston County, NC","Gaston County, NC",1987.0,2035.0,Open,400.0,72.1,,50.0,5452170.0,4838741,2022.0,221267,2022.0,Yes,Several times per year,No,1.843,Yes,1.487,2022.0,47.5,Yes,2.0,0.074,2022.0,"8/09-Open flare installed 11/18/08 for migration.; 2012-66 wells, system capacity=1000 acfm.; 8/13- Plan to close current cell next year and add 10-15 wells.; 2/16-Two open flares in place.",61838,HH,672.6949999999999,542.755,319.53012499999994,257.808625,6134.978399999999,4949.9256,171779.39519999997,138597.91679999998,2.777893774054788,2.2413065881820238
973,1003614.0,1809,Hillside Landfill,TX,,Nelson Road,Sherman,Grayson,75090,33.582,-96.536,No,Private,WM,WM,1977.0,2088.0,Open,130.0,73.6,,84.0,12353023.0,4893397,2022.0,108671,2022.0,Yes,Several times per year,No,1.96,Yes,0.221,2022.0,44.5,Yes,1.0,0.221,2022.0,"9/10-30 wells over 35 acres, system installed in 2002, 1 open flare.; 2012-28 wells, system capacity=800 scfm.",18170,HH,715.4,80.665,318.353,35.895925000000005,6112.3776,689.20176,171146.5728,19297.64928,9.419183973582829,1.0620610500825538
389,1004759.0,535,Clark-Floyd LF,IN,,14304 Highway 60,Borden,Clark,47106,38.444,-85.847,No,Public,"Clark County, IN; Floyd County, IN","Clark County, IN",1971.0,2036.0,Open,,171.7,,,9680715.0,9301931,2022.0,360923,2022.0,No,Occasionally but not every year,No,2.09,Yes,1.33,2022.0,41.1,Yes,1.0,1.33,2022.0,"2012-78 wells, system capacity=1700 acfm.",24619,HH,762.8499999999999,485.45000000000005,313.53135,199.51995000000002,6019.801919999999,3830.7830400000003,168554.45375999997,107261.92512,6.846519101506965,4.356875791868069
74,1004240.0,1772,Southwest Regional Landfill,AZ,Buckeye,24427 S Highway 85,Buckeye,Maricopa,85326,33.2222,-112.6371,No,Public,Buckeye Pollution Control Corp. (BPCC),"Republic Services, Inc.",1997.0,2146.0,Open,305.0,101.0,,,120020542.0,16034878,2022.0,750764,2022.0,No,Not used,No,2.43,Yes,0.237,2022.0,35.3,Yes,,0.237,2022.0,"2012-17 wells, system capacity=2000 acfm.",12685,HH,886.95,86.505,313.09335,30.536264999999997,6011.39232,586.2962879999999,168318.98496,16416.296064,13.269135590067009,1.2941502612534488
243,1001909.0,398,Zemel Road Landfill,FL,Charlotte County SLF,29751 Zemel Road,Punta Gorda,Charlotte,33955,26.794446,-81.960278,No,Public,"Charlotte County Solid Waste, FL","Charlotte County Solid Waste, FL",1975.0,2036.0,Open,160.0,108.0,130.0,75.0,6601129.0,5470855,2022.0,291171,2022.0,No,Not used,No,1.74,Yes,0.192,2022.0,49.1,Yes,1.0,0.006,2022.0,"9/07-Passive system.; 7/10-GCCS has been installed, 28 wells.; 5/11-Flare installed July 2010.; 2012-28 wells, system capacity=2000 acfm.",149497,"C,HH",635.1,70.08,311.8341,34.409279999999995,5987.214719999999,660.6581759999999,167642.01215999998,18498.428927999998,1.12137375438972,0.12373779358783117
866,1004774.0,2358,Ponce Landfill,PR,,"Ave. Baramaya Final
Rd 500 Sector La Cotorra",Ponce,Ponce,00731,18.008428,-66.658458,No,Public,"Municipality of Ponce, PR","Republic Services, Inc.",1965.0,2047.0,Open,,86.1,,,13647623.0,9014953,2022.0,195688,2022.0,Yes,Several times per year,No,2.541,Yes,1.497,2022.0,33.4,Yes,,1.497,2022.0,"5/07-Passive system, intend to install GCCS this year if plan is approved, already have flare on location.; 2012-65 wells, system capacity=2000 acfm.",62732,HH,927.4649999999999,546.4050000000001,309.7733099999999,182.49927,5947.6475519999985,3503.985984,166534.13145599997,98111.607552,2.6546918870114133,1.563980226232226
117,1006216.0,172,Highway 59 Landfill,CA,,"7040 N. Hwy 59
6 miles N. of Merced",Merced,Merced,95348,37.39389,-120.49778,No,Public,"Merced County Regional Waste Authority, CA","Merced County Regional Waste Authority, CA",1973.0,2052.0,Open,255.0,148.0,,,26160211.0,8636612,2022.0,422257,2022.0,No,Not used,No,2.143,Yes,1.645,2022.0,39.5,Yes,,1.645,2022.0,"2012-59 wells, system capacity=2100 acfm.",19093,HH,782.1949999999999,600.425,308.967025,237.16787499999998,5932.16688,4553.623199999999,166100.67264,127501.44959999998,8.699558615199289,6.677915969203371
615,1004013.0,2139,Missoula Landfill,MT,,3737 Coal Mine Road,Missoula,Missoula,59802,46.9028,-114.011,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1968.0,2091.0,Open,,81.2,120.0,,31564496.0,9134210,2022.0,241641,2022.0,No,Not used,No,1.785,Yes,1.417,2022.0,47.4,Yes,1.0,1.417,2022.0,"2010-48 wells, system capacity=2600 acfm.",22770,"C,HH",651.525,517.205,308.82284999999996,245.15517,5929.398719999999,4706.979264,166023.16416,131795.41939199998,7.291311557312253,5.788116793675888
691,1000429.0,952,Pennsauken SLF,NJ,,9600 River Road,Pennsauken,Camden,08110,39.991,-75.0342,No,Public,"Pollution Control Financing Authority of Camden County, NJ","Pollution Control Financing Authority of Camden County, NJ",1970.0,2032.0,Open,,92.6,,,7728898.0,6978041,2022.0,91233,2022.0,No,Occasionally but not every year,No,1.67,Yes,0.288,2022.0,49.6,Yes,,0.0,2019.0,"2012-199 wells, system capacity=1800 acfm.",71056,"C,HH",609.55,105.11999999999999,302.3368,52.13952,5804.8665599999995,1001.0787839999999,162536.26367999997,28030.205951999997,2.287438973204233,0.3944804935825264
